                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.92366,                0.40499,                 1.0615,                0.97289,                0.97467,                0.98659,                0.71954,                 1.0813,                0.36194,                 1.1261,               0.002476,               0.002476,               0.002476
                     78,                0.91689,                0.40233,                 1.0605,                0.97284,                0.97458,                0.98658,                0.71975,                 1.0814,                0.36202,                 1.1262,               0.002377,               0.002377,               0.002377
                     79,                0.91567,                0.39974,                 1.0618,                0.97509,                0.97312,                0.98676,                0.71905,                 1.0815,                0.36122,                 1.1262,               0.002278,               0.002278,               0.002278
                     80,                0.91275,                0.40015,                  1.056,                0.97553,                0.97233,                0.98695,                0.71934,                 1.0813,                0.36063,                 1.1261,               0.002179,               0.002179,               0.002179
                     81,                 0.9071,                0.39647,                 1.0517,                0.97549,                0.97072,                 0.9871,                 0.7194,                 1.0814,                0.36049,                 1.1262,                0.00208,                0.00208,                0.00208
                     82,                0.90436,                0.39564,                 1.0553,                0.97642,                0.97117,                0.98729,                0.71941,                 1.0817,                0.36006,                 1.1264,               0.001981,               0.001981,               0.001981
                     83,                0.90291,                0.39163,                 1.0522,                0.97612,                0.97139,                0.98729,                0.71981,                  1.082,                0.35947,                 1.1266,               0.001882,               0.001882,               0.001882
                     84,                0.90416,                0.38966,                 1.0557,                0.97705,                0.97139,                0.98735,                0.71967,                 1.0823,                0.35951,                 1.1267,               0.001783,               0.001783,               0.001783
                     85,                0.89768,                0.38824,                 1.0523,                0.97645,                0.97255,                0.98735,                0.71992,                 1.0827,                0.35919,                 1.1268,               0.001684,               0.001684,               0.001684
                     86,                0.88945,                0.38408,                 1.0466,                0.97691,                0.97258,                0.98732,                0.71988,                 1.0832,                 0.3591,                 1.1269,               0.001585,               0.001585,               0.001585
                     87,                0.89191,                0.38245,                 1.0462,                0.97691,                0.97233,                0.98734,                 0.7201,                 1.0831,                0.35909,                 1.1268,               0.001486,               0.001486,               0.001486
                     88,                 0.8853,                0.37962,                 1.0465,                0.97738,                0.97271,                 0.9873,                0.72043,                 1.0834,                0.35874,                 1.1268,               0.001387,               0.001387,               0.001387
                     89,                0.88595,                0.37879,                 1.0442,                0.97719,                0.97326,                0.98729,                0.72083,                 1.0832,                 0.3586,                 1.1267,               0.001288,               0.001288,               0.001288
                     90,                0.88045,                 0.3747,                 1.0403,                0.97657,                0.97326,                0.98717,                0.72031,                 1.0839,                0.35825,                 1.1269,               0.001189,               0.001189,               0.001189
                     91,                 0.8614,                0.31785,                 1.0394,                0.97601,                0.97332,                0.98701,                0.72048,                 1.0843,                0.35768,                 1.1271,                0.00109,                0.00109,                0.00109
                     92,                0.85044,                0.31353,                 1.0412,                0.97625,                0.97326,                0.98708,                0.72124,                 1.0844,                0.35693,                  1.127,               0.000991,               0.000991,               0.000991
                     93,                0.84428,                0.31106,                 1.0386,                0.97659,                 0.9728,                0.98714,                0.72141,                 1.0842,                0.35687,                 1.1268,               0.000892,               0.000892,               0.000892
                     94,                0.83705,                0.30788,                 1.0296,                0.97739,                0.97308,                 0.9872,                0.72186,                 1.0841,                0.35693,                 1.1267,               0.000793,               0.000793,               0.000793
                     95,                 0.8316,                0.30666,                 1.0194,                0.97734,                0.97126,                0.98723,                0.72194,                 1.0842,                 0.3564,                 1.1268,               0.000694,               0.000694,               0.000694
                     96,                0.82824,                0.30441,                  1.022,                0.97734,                0.97114,                0.98728,                0.72134,                 1.0844,                0.35581,                 1.1267,               0.000595,               0.000595,               0.000595
                     97,                0.82258,                0.30175,                 1.0212,                   0.98,                0.97045,                0.98734,                0.72103,                 1.0846,                0.35597,                 1.1268,               0.000496,               0.000496,               0.000496
                     98,                0.81513,                0.29809,                 1.0165,                0.98012,                0.97134,                 0.9875,                0.72124,                 1.0848,                0.35571,                 1.1268,               0.000397,               0.000397,               0.000397
                     99,                0.81234,                0.29532,                 1.0158,                 0.9894,                0.96299,                0.98773,                0.72159,                 1.0851,                0.35582,                  1.127,               0.000298,               0.000298,               0.000298
                    100,                0.80483,                0.29357,                 1.0127,                0.98839,                0.96388,                0.98775,                0.72125,                 1.0849,                0.35558,                 1.1268,               0.000199,               0.000199,               0.000199
